person_income;person_emp_exp;loan_amnt;loan_intent;loan_int_rate;loan_percent_income;cb_person_cred_hist_length;credit_score;previous_loan_defaults_on_file;loan_status;tenure
788600;2;40000;DEBTCONSOLIDATION;751;5;30;619;Yes;0;5
788610;1;50000;EDUCATION;1101;6;20;572;No;0;8
788610;0;96000;PERSONAL;1299;12;40;612;No;0;3
788620;0;40000;EDUCATION;1149;5;40;650;Yes;0;3
788630;2;35000;EDUCATION;774;4;30;564;Yes;0;5
788630;7;48000;EDUCATION;1101;6;60;703;No;0;3
788640;0;120000;VENTURE;1171;15;30;671;Yes;0;7
788650;0;40000;PERSONAL;825;5;40;683;Yes;0;1
788650;1;180000;PERSONAL;751;23;50;600;No;0;2
788650;10;240000;HOMEIMPROVEMENT;79;3;50;640;No;1;7
788660;0;70000;VENTURE;1071;9;20;674;Yes;0;4
788670;6;100000;DEBTCONSOLIDATION;1361;13;60;552;Yes;0;6
788670;5;120000;VENTURE;1261;15;40;504;Yes;0;2
788680;0;40000;EDUCATION;775;5;20;658;No;0;5
788680;0;160000;MEDICAL;1435;2;30;676;No;1;7
788690;1;44000;PERSONAL;1689;6;20;603;No;0;1
788690;2;75000;EDUCATION;859;1;30;652;Yes;0;5
788690;3;100000;VENTURE;1526;13;40;607;Yes;0;2
788700;6;200000;HOMEIMPROVEMENT;89;25;100;641;No;1;3
788720;6;70000;HOMEIMPROVEMENT;1269;9;100;651;Yes;0;4
788730;2;81000;DEBTCONSOLIDATION;1311;1;40;655;No;0;4
788730;7;90000;MEDICAL;599;11;50;694;No;0;5
788730;7;114750;PERSONAL;1372;15;60;703;Yes;0;6
788750;4;30000;HOMEIMPROVEMENT;731;4;50;603;No;0;6
788750;5;80000;VENTURE;1349;1;100;695;No;0;4
788750;2;100000;VENTURE;1111;13;30;681;Yes;0;2
788750;11;200000;VENTURE;1065;25;80;633;No;1;6
788760;4;150000;VENTURE;1137;19;80;732;Yes;0;6
788760;12;190000;MEDICAL;1284;24;50;706;Yes;0;5
788770;2;80000;VENTURE;1727;1;30;584;No;0;4
788790;29;96000;PERSONAL;1599;12;200;650;Yes;0;7
788810;1;70000;DEBTCONSOLIDATION;1299;9;20;520;Yes;0;5
788820;12;80000;VENTURE;692;1;70;589;Yes;0;6
788830;1;136000;EDUCATION;1562;17;20;591;Yes;0;11
788840;8;200000;VENTURE;1101;25;50;608;No;1;7
788840;18;200000;VENTURE;1074;25;170;627;No;1;6
788860;2;80000;EDUCATION;1269;1;30;644;Yes;0;2
788860;12;90000;EDUCATION;691;11;140;686;Yes;0;6
788860;1;200000;MEDICAL;1065;25;30;653;No;1;3
788870;0;60000;PERSONAL;89;8;20;548;No;1;4
788870;7;90000;MEDICAL;1186;11;40;719;No;0;7
788870;6;100430;MEDICAL;1014;13;40;671;Yes;0;3
788890;3;60000;EDUCATION;1547;8;50;655;Yes;0;9
788890;1;70000;EDUCATION;1075;9;40;511;Yes;0;6
788900;5;50000;HOMEIMPROVEMENT;1158;6;30;659;Yes;0;9
788910;5;50000;DEBTCONSOLIDATION;553;6;50;696;Yes;0;4
788910;7;120000;VENTURE;788;15;50;597;Yes;0;6
788920;0;60000;EDUCATION;963;8;30;578;Yes;0;6
788920;4;70000;DEBTCONSOLIDATION;1361;9;30;645;No;0;7
788920;0;100000;EDUCATION;1149;13;40;680;Yes;0;3
788930;4;60000;EDUCATION;1117;8;50;525;Yes;0;4
788930;2;70000;EDUCATION;1599;9;30;604;No;0;4
788940;10;130000;MEDICAL;1101;16;80;669;No;0;5
788960;1;51480;DEBTCONSOLIDATION;1018;7;40;644;No;0;1
788960;1;70000;VENTURE;1585;9;70;623;No;0;2
788960;9;168000;MEDICAL;994;21;60;590;Yes;0;8
788960;19;200000;HOMEIMPROVEMENT;1221;25;130;596;Yes;0;8
788970;12;112000;DEBTCONSOLIDATION;788;14;60;649;No;0;5
788990;0;80000;PERSONAL;692;1;40;662;No;0;7
788990;17;80000;PERSONAL;1165;1;100;673;Yes;0;3
789000;0;22000;DEBTCONSOLIDATION;1242;3;30;681;Yes;0;3
789000;0;70000;EDUCATION;1218;9;40;545;Yes;0;6
789000;1;100000;EDUCATION;1095;13;20;596;No;0;3
789010;10;30000;PERSONAL;1199;4;120;611;Yes;0;8
789010;26;31000;MEDICAL;1349;4;160;573;Yes;0;4
789010;1;50000;DEBTCONSOLIDATION;999;6;30;635;Yes;0;2
789020;9;30000;PERSONAL;1677;4;70;579;Yes;0;6
789040;7;40000;HOMEIMPROVEMENT;1521;5;70;648;Yes;0;3
789040;5;84000;VENTURE;751;11;30;678;Yes;0;3
789040;2;90000;EDUCATION;104;11;40;439;Yes;0;6
789040;3;240000;EDUCATION;1099;3;50;686;No;0;7
789050;4;80000;EDUCATION;654;1;40;647;Yes;0;1
789060;4;150000;MEDICAL;1139;19;30;711;No;0;7
789070;18;100000;MEDICAL;1074;13;130;610;No;0;3
789080;4;30000;VENTURE;579;4;20;664;No;0;4
789090;15;150000;MEDICAL;1067;19;170;558;Yes;0;1
789100;3;32000;DEBTCONSOLIDATION;1171;4;30;591;No;0;3
789100;3;50000;PERSONAL;719;6;50;632;Yes;0;3
789100;3;60000;MEDICAL;963;8;30;593;Yes;0;6
789100;4;60000;VENTURE;1114;8;100;643;Yes;0;2
789100;5;70000;DEBTCONSOLIDATION;1429;9;30;662;Yes;0;1
789100;0;100000;EDUCATION;603;13;30;640;No;0;1
789110;9;75000;MEDICAL;729;1;80;667;No;0;5
789120;4;20000;MEDICAL;962;3;30;659;Yes;0;4
789120;1;128000;EDUCATION;866;16;50;651;No;0;6
789130;7;77500;EDUCATION;751;1;80;622;Yes;0;3
789140;7;132250;VENTURE;1269;17;60;708;Yes;0;3
789150;8;60190;VENTURE;738;8;100;669;No;0;8
789150;0;70000;MEDICAL;699;9;40;677;Yes;0;5
789160;10;40000;MEDICAL;1287;5;70;710;Yes;0;0
789160;2;60000;DEBTCONSOLIDATION;1287;8;40;525;No;0;5
789160;19;72000;VENTURE;1629;9;170;662;No;0;8
789160;7;80000;VENTURE;749;1;80;668;No;0;2
789170;0;85000;MEDICAL;1221;11;20;552;No;0;4
789180;0;54000;DEBTCONSOLIDATION;89;7;30;611;Yes;0;7
789180;4;60000;PERSONAL;1099;8;20;640;Yes;0;2
789190;31;77000;DEBTCONSOLIDATION;542;1;240;659;No;0;3
789190;6;200000;VENTURE;1182;25;30;712;No;1;9
789200;0;55000;MEDICAL;603;7;20;643;No;0;1
789200;4;240000;EDUCATION;1113;3;50;590;No;0;5
789210;4;70000;HOMEIMPROVEMENT;1606;9;90;638;Yes;0;3
789210;0;120000;VENTURE;617;15;40;510;Yes;0;8
789210;11;120000;PERSONAL;754;15;70;585;Yes;0;3
789210;5;220000;HOMEIMPROVEMENT;1409;28;60;589;Yes;0;7
789220;7;50000;PERSONAL;599;6;30;605;Yes;0;5
789220;2;70000;PERSONAL;1682;9;90;650;No;0;4
789220;11;110000;PERSONAL;991;14;160;615;Yes;0;4
789230;7;60000;EDUCATION;907;8;30;689;Yes;0;5
789230;2;80000;EDUCATION;679;1;30;578;Yes;0;5
789230;14;110220;HOMEIMPROVEMENT;969;14;150;595;Yes;0;3
789240;2;20000;DEBTCONSOLIDATION;737;3;20;608;No;0;6
789240;1;30000;MEDICAL;1063;4;30;663;No;0;8
789240;4;45000;HOMEIMPROVEMENT;1392;6;70;665;No;0;7
789260;0;25000;MEDICAL;1361;3;20;596;Yes;0;5
789270;1;45000;MEDICAL;692;6;20;626;Yes;0;6
789270;0;100000;VENTURE;1347;13;30;619;Yes;0;5
789280;1;80000;DEBTCONSOLIDATION;1472;1;20;602;No;0;2
789280;7;100000;PERSONAL;1541;13;60;579;No;0;4
789290;2;60000;PERSONAL;1136;8;20;691;Yes;0;3
789310;2;40230;PERSONAL;67;5;20;635;Yes;0;5
789310;0;50000;EDUCATION;999;6;40;621;No;0;2
789310;3;70000;MEDICAL;79;9;40;659;No;0;3
789310;4;150000;HOMEIMPROVEMENT;766;19;40;692;No;0;6
789330;5;62460;PERSONAL;695;8;20;628;Yes;0;6
789330;2;102500;DEBTCONSOLIDATION;859;13;50;657;No;0;9
789350;9;15000;PERSONAL;599;2;90;557;Yes;0;3
789350;5;72000;HOMEIMPROVEMENT;1398;9;50;610;Yes;0;3
789360;4;40000;DEBTCONSOLIDATION;963;5;40;657;Yes;0;2
789360;13;100000;DEBTCONSOLIDATION;130;13;90;532;Yes;0;6
789360;6;120000;PERSONAL;1649;15;70;704;No;0;5
789370;2;15250;PERSONAL;542;2;30;532;Yes;0;5
789370;6;60000;MEDICAL;747;8;60;589;Yes;0;6
789380;7;100000;EDUCATION;1427;13;70;705;Yes;0;4
789380;5;120000;EDUCATION;1246;15;60;614;Yes;0;2
789390;5;14500;HOMEIMPROVEMENT;976;2;60;631;No;0;6
789390;10;50000;HOMEIMPROVEMENT;603;6;90;670;Yes;0;3
789400;3;76940;DEBTCONSOLIDATION;1337;1;50;613;Yes;0;8
789400;5;160000;MEDICAL;1306;2;80;567;Yes;0;3
789410;5;30000;MEDICAL;1242;4;100;683;No;0;1
789410;9;300000;VENTURE;1269;38;90;693;No;0;3
789420;10;65000;VENTURE;542;8;50;646;No;0;6
789430;2;50000;MEDICAL;1347;6;30;676;Yes;0;2
789430;6;109500;HOMEIMPROVEMENT;788;14;20;647;No;0;2
789440;2;65000;VENTURE;1101;8;60;641;Yes;0;6
789440;3;70000;MEDICAL;731;9;40;643;Yes;0;7
789450;0;55000;EDUCATION;788;7;30;709;No;0;3
789470;8;60180;VENTURE;631;8;100;632;Yes;0;5
789470;14;115000;MEDICAL;1392;15;160;682;No;0;5
789490;10;100000;VENTURE;766;13;90;592;Yes;0;1
789490;4;130000;VENTURE;1101;16;20;579;Yes;0;7
789500;10;45000;MEDICAL;1532;6;100;571;Yes;0;5
789500;1;140000;EDUCATION;1165;18;30;614;No;0;5
789510;4;70000;EDUCATION;1144;9;90;616;Yes;0;4
789530;1;30000;VENTURE;1361;4;30;676;No;0;3
789530;6;72000;MEDICAL;1112;9;80;625;No;0;4
789530;2;82000;EDUCATION;662;1;40;694;Yes;0;4
789530;0;150000;EDUCATION;1147;19;50;577;No;0;6
789540;0;120000;VENTURE;1222;15;40;524;No;0;3
789550;0;65000;MEDICAL;925;8;40;649;No;0;2
789550;10;120000;VENTURE;974;15;70;549;Yes;0;5
789550;1;230000;HOMEIMPROVEMENT;1199;29;40;620;No;1;9
789560;4;40000;HOMEIMPROVEMENT;599;5;50;652;Yes;0;3
789560;5;84000;EDUCATION;743;11;40;686;Yes;0;2
789580;0;15250;VENTURE;542;2;30;695;Yes;0;4
789580;0;22000;DEBTCONSOLIDATION;1242;3;30;646;Yes;0;4
789580;0;30000;EDUCATION;699;4;40;701;No;0;4
789580;0;53000;EDUCATION;662;7;30;591;Yes;0;2
789610;20;60000;VENTURE;749;8;170;685;Yes;0;5
789610;0;92500;MEDICAL;1101;12;20;577;Yes;0;7
789610;3;140000;EDUCATION;1099;18;40;583;Yes;0;6
789620;3;44000;DEBTCONSOLIDATION;1136;6;40;605;Yes;0;4
789620;3;100000;EDUCATION;755;13;30;621;Yes;0;6
789620;1;150000;MEDICAL;788;19;30;636;No;0;6
789650;11;60000;DEBTCONSOLIDATION;1171;8;80;619;Yes;0;8
789650;5;100000;EDUCATION;849;13;100;599;No;0;6
789650;9;120000;HOMEIMPROVEMENT;1209;15;70;667;Yes;0;9
789650;8;123510;EDUCATION;1226;16;80;688;No;0;5
789650;14;150000;EDUCATION;79;19;140;656;Yes;0;7
789660;0;100000;HOMEIMPROVEMENT;766;13;40;641;Yes;0;10
789680;7;120000;EDUCATION;1335;15;100;621;Yes;0;5
789690;0;25000;PERSONAL;639;3;30;673;Yes;0;3
789710;11;250000;DEBTCONSOLIDATION;1038;32;80;590;No;1;7
789720;0;55000;EDUCATION;788;7;20;656;No;0;9
789720;1;60000;EDUCATION;603;8;30;672;Yes;0;5
789730;7;30000;EDUCATION;1101;4;70;577;Yes;0;4
789730;7;150000;HOMEIMPROVEMENT;1349;19;30;657;Yes;0;3
789730;11;168000;HOMEIMPROVEMENT;976;21;60;579;Yes;0;4
789770;6;62000;PERSONAL;1101;8;50;691;No;0;8
789770;0;280000;MEDICAL;79;35;70;517;No;1;5
789780;4;36000;HOMEIMPROVEMENT;1061;5;20;697;Yes;0;4
789780;0;48000;HOMEIMPROVEMENT;1372;6;20;679;Yes;0;5
789780;14;65000;EDUCATION;579;8;120;614;Yes;0;1
789780;8;200000;VENTURE;1098;25;90;569;No;1;10
789790;5;45000;MEDICAL;1596;6;90;634;No;0;5
789790;2;87000;VENTURE;788;11;30;682;Yes;0;8
789800;6;75000;EDUCATION;749;9;80;594;Yes;0;6
789800;11;150000;EDUCATION;751;19;90;610;Yes;0;4
789800;2;180000;HOMEIMPROVEMENT;925;23;50;586;No;0;3
789810;4;60000;MEDICAL;1114;8;90;652;No;0;5
789820;17;50000;DEBTCONSOLIDATION;963;6;160;682;No;0;3
789820;1;60000;VENTURE;542;8;30;699;Yes;0;4
789840;11;20000;DEBTCONSOLIDATION;788;3;70;633;No;0;8
789840;5;70000;VENTURE;1357;9;70;650;Yes;0;6
789860;17;45000;HOMEIMPROVEMENT;1343;6;120;684;No;0;4
789860;3;48000;PERSONAL;1349;6;40;658;Yes;0;5
789860;14;70000;DEBTCONSOLIDATION;88;9;130;574;Yes;0;4
789860;3;120000;PERSONAL;1101;15;50;584;Yes;0;4
789870;14;200000;DEBTCONSOLIDATION;1025;25;50;722;No;0;4
789890;0;48000;VENTURE;999;6;40;678;No;0;7
789890;3;144000;MEDICAL;1114;18;50;571;Yes;0;3
789910;0;33000;PERSONAL;751;4;40;594;No;0;5
789920;1;200000;EDUCATION;1218;25;40;655;No;0;2
789930;3;100000;PERSONAL;766;13;30;725;Yes;0;10
789940;11;70000;VENTURE;788;9;160;662;Yes;0;12
789950;10;200000;HOMEIMPROVEMENT;1199;25;80;675;No;1;8
789950;12;200000;PERSONAL;1025;25;160;627;No;1;2
789960;0;50000;VENTURE;542;6;20;665;Yes;0;2
789960;13;130000;DEBTCONSOLIDATION;1253;16;60;670;No;0;5
789960;2;180000;VENTURE;1025;23;40;695;Yes;0;4
789970;0;160000;PERSONAL;1459;2;40;662;No;0;4
789970;0;200000;HOMEIMPROVEMENT;1139;25;30;577;No;1;7
789980;12;200000;VENTURE;771;25;60;615;No;1;6
789990;18;40000;VENTURE;1348;5;120;713;Yes;0;6
789990;9;128000;PERSONAL;152;16;60;667;Yes;0;4
790010;25;120000;PERSONAL;1062;15;170;662;Yes;0;6
790020;0;20000;DEBTCONSOLIDATION;1427;3;40;620;No;0;5
790020;1;100000;EDUCATION;1335;13;40;624;No;0;3
790030;11;47000;EDUCATION;945;6;70;580;No;0;6
790030;11;160000;HOMEIMPROVEMENT;1183;2;160;603;Yes;0;8
790040;11;200000;EDUCATION;1025;25;50;578;Yes;0;5
790050;0;80000;PERSONAL;1269;1;20;641;Yes;0;6
790060;16;80000;PERSONAL;1062;1;140;665;Yes;0;4
790060;0;150000;EDUCATION;1095;19;30;674;No;0;6
790070;16;75000;PERSONAL;1229;9;130;638;Yes;0;3
790070;8;88000;DEBTCONSOLIDATION;100;11;80;577;Yes;0;3
790070;0;136000;EDUCATION;1562;17;30;707;Yes;0;7
790080;5;70000;PERSONAL;1101;9;100;626;Yes;0;6
790090;6;72000;MEDICAL;1398;9;80;602;Yes;0;2
790090;0;130000;PERSONAL;1435;16;40;591;Yes;0;6
790100;4;120000;VENTURE;79;15;20;673;No;0;9
790100;5;200000;MEDICAL;1187;25;30;665;No;1;4
790110;3;150000;EDUCATION;1284;19;50;649;No;0;4
790120;4;48000;HOMEIMPROVEMENT;1349;6;30;667;Yes;0;7
790120;10;100000;EDUCATION;139;13;70;618;Yes;0;3
790120;3;100000;EDUCATION;1085;13;20;637;No;0;3
790130;0;96000;PERSONAL;1368;12;40;662;No;0;1
790150;0;80000;DEBTCONSOLIDATION;699;1;30;599;Yes;0;5
790150;1;109930;HOMEIMPROVEMENT;1093;14;20;637;Yes;0;7
790160;0;53980;EDUCATION;887;7;40;656;No;0;6
790160;3;62500;VENTURE;676;8;20;588;Yes;0;5
790160;6;175000;DEBTCONSOLIDATION;1101;22;60;574;Yes;0;5
790170;4;30000;MEDICAL;1101;4;40;618;Yes;0;5
790170;10;124000;DEBTCONSOLIDATION;1349;16;60;695;Yes;0;4
790170;0;150000;MEDICAL;1136;19;30;588;Yes;0;3
790180;0;100000;EDUCATION;788;13;20;624;Yes;0;2
790180;0;177000;DEBTCONSOLIDATION;1149;22;20;580;Yes;0;7
790180;7;200000;HOMEIMPROVEMENT;1347;25;110;594;No;1;3
790180;22;248430;EDUCATION;1172;31;160;651;No;0;4
790190;8;71000;PERSONAL;80;9;100;637;No;0;5
790200;4;15230;VENTURE;549;2;40;651;Yes;0;4
790200;2;140000;VENTURE;1531;18;40;534;Yes;0;3
790210;0;30000;MEDICAL;1036;4;30;681;Yes;0;6
790210;6;50000;PERSONAL;755;6;30;532;Yes;0;3
790210;16;250000;DEBTCONSOLIDATION;951;32;100;664;No;0;6
790220;4;20000;MEDICAL;937;3;50;671;No;0;3
790230;0;70000;MEDICAL;714;9;30;616;Yes;0;6
790230;7;100000;MEDICAL;766;13;50;697;No;0;6
790240;0;100000;EDUCATION;949;13;30;646;No;0;11
790240;2;130000;EDUCATION;1366;16;30;567;Yes;0;3
790240;15;200000;HOMEIMPROVEMENT;1466;25;170;634;No;1;3
790250;0;75000;PERSONAL;1008;9;40;641;No;0;2
790250;2;100000;EDUCATION;999;13;20;643;Yes;0;5
790250;0;130000;EDUCATION;1323;16;20;593;Yes;0;9
790260;6;53000;HOMEIMPROVEMENT;751;7;100;640;Yes;0;9
790270;23;20000;MEDICAL;79;3;140;651;No;0;5
790270;14;115000;PERSONAL;1392;15;140;630;No;0;2
790290;4;50000;EDUCATION;1064;6;20;650;Yes;0;6
790290;1;130000;DEBTCONSOLIDATION;1038;16;20;609;Yes;0;6
790300;4;120000;PERSONAL;962;15;50;597;No;0;6
790310;1;150000;VENTURE;894;19;30;668;Yes;0;13
790310;9;160000;PERSONAL;1287;2;100;684;No;0;2
790310;7;170000;HOMEIMPROVEMENT;991;22;20;600;Yes;0;3
790320;0;65000;EDUCATION;1101;8;20;520;Yes;0;6
790330;11;120000;EDUCATION;1398;15;150;642;Yes;0;7
790350;3;48000;HOMEIMPROVEMENT;1368;6;20;655;Yes;0;5
790350;5;109500;VENTURE;788;14;20;660;No;0;6
790350;3;176000;VENTURE;1272;22;30;685;No;0;1
790350;17;240000;EDUCATION;1099;3;130;702;No;0;3
790360;4;30000;DEBTCONSOLIDATION;603;4;70;696;No;0;4
790360;11;150000;PERSONAL;1101;19;60;655;Yes;0;3
790360;2;205000;EDUCATION;699;26;20;655;No;0;4
790370;10;90000;EDUCATION;846;11;120;674;Yes;0;3
790370;3;96000;PERSONAL;1198;12;30;689;Yes;0;8
790370;3;110000;PERSONAL;1149;14;20;630;No;0;1
790370;1;150000;PERSONAL;617;19;20;669;Yes;0;7
790380;5;40000;VENTURE;774;5;60;527;Yes;0;7
790380;2;70000;DEBTCONSOLIDATION;1183;9;20;668;No;0;8
790390;5;50000;MEDICAL;1399;6;90;680;No;0;1
790390;0;70000;VENTURE;79;9;40;704;No;0;2
790390;8;100000;HOMEIMPROVEMENT;749;13;70;685;No;0;4
790400;10;87560;EDUCATION;684;11;110;707;Yes;0;9
790410;9;120000;PERSONAL;1335;15;90;601;Yes;0;3
790420;13;87170;EDUCATION;845;11;110;649;Yes;0;7
790430;18;100000;EDUCATION;1101;13;150;594;No;0;8
790450;4;70000;MEDICAL;1101;9;50;569;Yes;0;4
790460;11;60000;VENTURE;902;8;150;699;Yes;0;2
790460;4;140000;VENTURE;88;18;30;583;Yes;0;3
790480;7;150000;HOMEIMPROVEMENT;751;19;60;712;Yes;0;3
790490;0;36000;MEDICAL;1059;5;30;667;No;0;3
790490;0;60000;PERSONAL;1065;8;20;612;Yes;0;5
790490;1;144000;EDUCATION;949;18;50;562;No;0;4
790490;4;180000;VENTURE;1101;23;30;536;Yes;0;5
790500;7;40000;PERSONAL;542;5;20;690;No;0;3
790500;0;70000;EDUCATION;1427;9;40;622;Yes;0;6
790520;4;50000;PERSONAL;729;6;40;585;No;0;3
790520;4;52960;DEBTCONSOLIDATION;692;7;40;543;Yes;0;7
790520;9;55590;EDUCATION;795;7;50;674;Yes;0;4
790520;0;85000;EDUCATION;751;11;20;593;Yes;0;7
790530;3;50000;PERSONAL;751;6;20;671;No;0;4
790540;16;50000;HOMEIMPROVEMENT;963;6;170;673;No;0;5
790540;1;325000;HOMEIMPROVEMENT;999;41;30;700;No;1;3
790550;9;200000;DEBTCONSOLIDATION;1171;25;90;728;Yes;0;11
790560;0;105000;EDUCATION;603;13;40;679;No;0;6
790560;0;128000;PERSONAL;838;16;20;646;Yes;0;4
790560;14;130000;EDUCATION;1299;16;120;605;Yes;0;8
790570;3;70000;VENTURE;1287;9;20;672;No;0;2
790570;4;150000;HOMEIMPROVEMENT;1148;19;40;606;Yes;0;4
790580;9;52500;DEBTCONSOLIDATION;963;7;80;640;No;0;7
790580;0;90000;EDUCATION;963;11;30;609;No;0;5
790610;0;120000;DEBTCONSOLIDATION;1171;15;40;670;Yes;0;7
790620;10;60000;MEDICAL;721;8;100;723;Yes;0;4
790620;1;120000;PERSONAL;991;15;30;569;Yes;0;7
790620;16;120000;DEBTCONSOLIDATION;749;15;70;691;Yes;0;3
790640;20;50000;VENTURE;80;6;150;692;Yes;0;3
790640;3;110000;HOMEIMPROVEMENT;751;14;40;567;No;0;7
790650;5;100000;VENTURE;1398;13;30;584;Yes;0;6
790670;0;60000;EDUCATION;162;8;40;688;Yes;0;6
790670;17;60000;EDUCATION;1562;8;140;682;Yes;0;3
790670;15;96000;PERSONAL;1345;12;130;658;Yes;0;9
790690;0;137500;VENTURE;962;17;30;704;No;0;2
790700;10;70000;HOMEIMPROVEMENT;1175;9;100;633;No;0;2
790700;3;100000;EDUCATION;1379;13;30;568;No;0;3
790700;17;120000;PERSONAL;1492;15;140;614;No;0;8
790700;2;200000;MEDICAL;1123;25;50;623;No;1;6
790710;6;80000;MEDICAL;751;1;50;655;Yes;0;3
790710;2;150000;MEDICAL;988;19;20;676;Yes;0;5
790720;0;60000;EDUCATION;1199;8;20;627;Yes;0;5
790730;3;192000;DEBTCONSOLIDATION;749;24;70;601;Yes;0;4
790740;6;238390;EDUCATION;1715;3;80;685;Yes;0;8
790750;1;70000;DEBTCONSOLIDATION;849;9;30;683;Yes;0;6
790750;10;100000;VENTURE;1101;13;50;686;No;0;8
790760;7;25000;EDUCATION;962;3;60;575;No;0;6
790760;10;40000;HOMEIMPROVEMENT;74;5;80;593;Yes;0;7
790760;0;130000;EDUCATION;1101;16;40;663;Yes;0;5
790790;11;70000;DEBTCONSOLIDATION;1036;9;140;491;Yes;0;3
790810;0;160000;DEBTCONSOLIDATION;1347;2;30;509;Yes;0;4
790810;2;160000;MEDICAL;1367;2;40;627;Yes;0;6
790830;0;21060;DEBTCONSOLIDATION;1329;3;40;576;Yes;0;5
790840;0;165000;DEBTCONSOLIDATION;749;21;40;607;Yes;0;7
790840;6;220000;PERSONAL;1565;28;50;655;No;0;6
790850;7;40000;VENTURE;1058;5;70;730;No;0;3
790850;15;100000;DEBTCONSOLIDATION;542;13;140;655;No;0;4
790860;3;150000;EDUCATION;145;19;40;561;No;0;4
790870;3;72000;VENTURE;1165;9;60;566;Yes;0;5
790870;2;120000;PERSONAL;1069;15;40;635;No;0;6
790880;7;20000;MEDICAL;763;3;70;687;Yes;0;6
790890;18;40000;PERSONAL;1075;5;150;630;No;0;6
790890;3;50000;EDUCATION;751;6;20;525;No;0;4
790900;0;64000;MEDICAL;999;8;30;700;Yes;0;4
790910;0;85000;DEBTCONSOLIDATION;1335;11;20;623;Yes;0;4
790910;0;120000;MEDICAL;89;15;30;554;Yes;0;12
790920;0;15000;VENTURE;932;2;20;504;No;0;3
790920;11;233250;EDUCATION;1527;29;140;714;No;0;8
790930;0;60000;PERSONAL;768;8;30;617;Yes;0;2
790930;0;100000;DEBTCONSOLIDATION;100;13;20;591;Yes;0;4
790950;3;36000;MEDICAL;692;5;100;603;Yes;0;7
790950;8;60000;MEDICAL;1036;8;70;649;Yes;0;4
790950;0;115000;HOMEIMPROVEMENT;749;15;40;657;Yes;0;6
790960;1;130000;EDUCATION;1055;16;20;672;Yes;0;2
790970;0;100000;VENTURE;603;13;30;608;Yes;0;2
790980;2;200000;DEBTCONSOLIDATION;1199;25;20;534;No;1;4
790990;2;48000;HOMEIMPROVEMENT;946;6;40;682;Yes;0;5
790990;0;50000;EDUCATION;1202;6;30;524;Yes;0;4
790990;13;60000;EDUCATION;1149;8;60;565;Yes;0;3
790990;2;62410;PERSONAL;113;8;40;708;No;0;8
790990;3;80000;PERSONAL;849;1;20;670;No;0;6
790990;4;140000;MEDICAL;1177;18;40;669;No;0;2
791000;6;50000;PERSONAL;1101;6;50;639;No;0;5
791010;5;170000;VENTURE;1347;21;20;578;Yes;0;2
791020;5;60000;EDUCATION;1523;8;30;620;Yes;0;1
791020;1;80000;EDUCATION;662;1;40;628;Yes;0;10
791030;5;60000;MEDICAL;699;8;100;698;No;0;5
791030;4;84000;EDUCATION;715;11;50;629;Yes;0;10
791030;2;140000;MEDICAL;749;18;20;544;Yes;0;2
791040;11;60000;MEDICAL;749;8;50;532;Yes;0;4
791050;9;50000;HOMEIMPROVEMENT;1065;6;90;659;Yes;0;7
791050;0;80000;VENTURE;1059;1;20;543;Yes;0;6
791060;0;70000;VENTURE;1106;9;40;544;No;0;5
791060;16;87000;MEDICAL;788;11;110;706;No;0;6
791060;1;96000;PERSONAL;1291;12;40;656;Yes;0;2
791070;2;150000;VENTURE;1632;19;40;659;No;1;6
791080;8;232000;DEBTCONSOLIDATION;79;29;100;638;Yes;0;4
791090;7;50000;MEDICAL;1399;6;70;555;Yes;0;6
791100;14;100000;EDUCATION;1101;13;80;609;Yes;0;3
791110;2;50000;EDUCATION;1149;6;30;592;Yes;0;3
791120;6;30000;PERSONAL;1825;4;40;670;No;0;2
791120;3;144000;HOMEIMPROVEMENT;999;18;30;617;Yes;0;3
791120;1;150000;PERSONAL;1349;19;20;624;Yes;0;8
791130;0;170000;VENTURE;894;21;20;531;Yes;0;5
791140;17;100000;MEDICAL;1609;13;140;706;No;1;5
791160;1;55000;DEBTCONSOLIDATION;788;7;30;560;Yes;0;4
791160;10;56000;PERSONAL;1158;7;50;666;No;0;6
791170;4;64000;VENTURE;999;8;40;651;Yes;0;3
791170;2;120000;DEBTCONSOLIDATION;1101;15;30;609;No;0;7
791180;4;42000;HOMEIMPROVEMENT;729;5;20;655;Yes;0;5
791180;0;50000;EDUCATION;1258;6;30;679;No;0;5
791200;0;90000;DEBTCONSOLIDATION;991;11;40;662;Yes;0;5
791200;5;150000;VENTURE;1183;19;90;638;Yes;0;4
791210;0;30000;MEDICAL;1126;4;30;677;Yes;0;4
791210;3;50000;EDUCATION;109;6;30;616;Yes;0;6
791220;0;50000;EDUCATION;1347;6;20;636;Yes;0;7
791220;4;90000;PERSONAL;729;11;30;575;Yes;0;9
791230;0;150000;PERSONAL;1242;19;40;646;No;0;7
791250;2;50000;MEDICAL;1398;6;20;610;Yes;0;2
791250;26;70000;HOMEIMPROVEMENT;1435;9;110;651;No;0;3
791250;0;84290;EDUCATION;1196;11;40;594;Yes;0;6
791260;1;70000;VENTURE;1472;9;30;486;Yes;0;3
791260;15;120000;PERSONAL;1649;15;170;667;Yes;0;2
791260;5;250000;DEBTCONSOLIDATION;1862;32;90;555;No;1;4
791270;6;30000;PERSONAL;751;4;80;610;Yes;0;3
